Tên sản phẩm,Giá (đồng),Đơn vị,Nhóm thực phẩm
2 trái bắp nếp (từ 500g trở lên),19000,500g,Củ quả
Bắp Mỹ tách hạt 250g,17000,250g,Củ quả
Chanh không hạt 500g,17000,500g,Củ quả
Khoai lang Nhật,37000,1kg,Củ quả
Bắp cải trái tim,16000,500g,Củ quả
Su su trái từ 200g trở lên,12500,500g,Củ quả
Su hào xanh trái từ 200g trở lên,10500,300g,Củ quả
Khổ qua 500g (3-5 trái),22000,500g,Củ quả
Củ cải trắng,11000,500g,Củ quả
Đậu cove,17500,500g,Củ quả
Cà tím,14000,500g,Củ quả
Củ sắn,9000,500g,Củ quả
Ớt chuông xanh-vàng-đỏ,35000,500g,Củ quả
Đậu bắp 250g,13000,250g,Củ quả
Khoai mỡ,21500,500g,Củ quả
Củ dền,15000,500g,Củ quả
Hành tím 200g,16000,200g,Củ quả
Tỏi tím Trung Quốc 200g,18000,200g,Củ quả
Tỏi cô đơn 200g,32000,200g,Củ quả
Ớt hiểm trái 50g,7200,50g,Củ quả
Hành tây Đà Lạt,35000,1kg,Củ quả
Bí đỏ hồ lô trái trung 800g,10000,800g,Củ quả
Đậu Hà Lan 200g,29000,200g,Củ quả
Bông cải xanh baby 250g,25000,250g,Củ quả
Cà pháo 200g,8800,200g,Củ quả
Tiêu xanh 50g,9000,50g,Củ quả
Đậu rồng 200g,15900,200g,Củ quả
Bạc hà 200g,7000,200g,Củ quả
Chanh không hạt 250g,10000,250g,Củ quả
Ớt xiêm xanh 50g,8800,50g,Củ quả
Sả cây 200g,7200,200g,Củ quả
Me chua 250g,15000,250g,Củ quả
Tắc trái 200g,8000,200g,Củ quả
Bông cải xanh,15000,500g,Củ quả
Nha đam,5400,300g,Củ quả
Thơm trái nguyên vỏ trái từ 1kg trở lên,24000,1kg,Củ quả
Gừng,16250,250g,Củ quả
Me chua 68g,4500,68g,Củ quả
Khổ qua dồn thịt,44000,400g,Củ quả
Nấm linh chi trắng nội địa Trung 150g,12000,150g,Nấm
Nấm linh chi nâu nội địa Trung 150g,12000,150g,Nấm
Nấm hải sản nội địa Trung 150g,9600,150g,Nấm
Nấm đùi gà baby HQ 200g,26400,200g,Nấm
Nấm kim châm nội địa Trung 150g,7200,150g,Nấm
Nấm kim châm Thái Lan 150g,8800,150g,Nấm
Nấm kim châm Hàn Quốc 150g,14900,150g,Nấm
Nấm hương 150g,26400,150g,Nấm
Nấm rơm,20800,200g,Nấm
Lẩu nấm thiên nhiên 300g,25600,300g,Nấm
Nấm mỡ nâu 150g,39200,150g,Nấm
Nấm mỡ trắng 150g,36000,150g,Nấm
Nấm đùi gà 200g,24000,200g,Nấm
Nấm bào ngư xám 300g,19200,300g,Nấm
Nấm bào ngư trắng 300g,14800,300g,Nấm
Nấm đùi gà baby nội địa Trung 200g,16000,200g,Nấm
Nấm tuyết Vietfresh gói 50g,30000,50g,Nấm
Nấm hương khô Nguyên Bảo gói 50g,32000,50g,Nấm
Nấm đông cô gói 50g,29000,50g,Nấm
Nấm mèo đen khô gói 50g,14600,50g,Nấm
Nấm mèo đen thái sợi 50g,16000,50g,Nấm
Gạo thơm A An ST25+ túi 5kg,135000,5kg,Gạo
Gạo thơm Vua Gạo ST25+ túi 5kg,135000,5kg,Gạo
Gạo thơm Neptune ST25 Extra túi 5kg,135000,5kg,Gạo
Gạo lứt tím Vinh Hiển túi 1kg,37000,1kg,Gạo
Gạo lứt đỏ Vinh Hiển túi 1kg,35000,1kg,Gạo
Gạo thơm đặc sản Neptune ST25 túi 5kg,179000,5kg,Gạo
Gạo thơm lài túi 5kg,90000,5kg,Gạo
Gạo nở xốp Thiên Nhật túi 5kg,80000,5kg,Gạo
Gạo thơm A An ST21+ túi 5kg,105000,5kg,Gạo
Gạo dẻo thơm Bách hoá XANH túi 5kg,105000,5kg,Gạo
Gạo Meizan Nàng Thơm túi 5kg,105000,5kg,Gạo
2 túi gạo thơm A An ST25+ 5kg,270000,5kg,Gạo
2 túi gạo thơm Vua Gạo ST25+ 5kg,270000,5kg,Gạo
2 túi gạo thơm Neptune ST25 Extra 5kg,270000,5kg,Gạo
Gạo lứt ST25 Vinh Hiển túi 1kg,48000,1kg,Gạo
Gạo lứt hỗn hợp 10 loại hạt Ông Cụ hộp 1kg,69000,10l,Gạo
Gạo thơm Vua Gạo ST25 Lúa Tôm túi 5kg,190000,25l,Gạo
Gạo tấm thơm thanh yến Vinh Hiển túi 2kg,47000,2kg,Gạo
Nếp chùm Vinh Hiển túi 1kg,29000,1kg,Gạo
Nếp cái hoa vàng Vinh Hiển túi 1kg,36000,1kg,Gạo
Nếp sáp Vinh Hiển túi 1kg,32500,1kg,Gạo
Gạo thơm Vua Gạo Phù Sa túi 2kg,48500,2kg,Gạo
Gạo thơm Vua Gạo Làng Ta túi 2kg,48500,2kg,Gạo
Trứng vịt muối hộp 4 quả (giao ngẫu nhiên thương hiệu),24000,4quả,Trứng
Trứng vịt bắc thảo hộp 4 quả (giao ngẫu nhiên thương hiệu),27000,4quả,Trứng
Trứng vịt hộp 10 quả (giao ngẫu nhiên thương hiệu),35000,10quả,Trứng
Trứng cút hộp 30 (giao ngẫu nhiên thương hiệu),27000,Không rõ,Trứng
Trứng gà tươi hộp 10 quả,27000,10quả,Trứng
Trứng gà ta hộp 6 quả (giao ngẫu nhiên thương hiệu),24000,6quả,Trứng
Xúc xích Mỹ Le Gourmet gói 500g,48000,500g,Xúc xích
Xúc xích xông khói Superwao Ponnie 450g,75000,450g,Xúc xích
Xúc xích Deli Sumo Le Gourmet gói 500g,73000,500g,Xúc xích
Lạp xưởng tươi vị Đài Loan LC FOODS 250g,54000,250g,Xúc xích
Xúc xích Vienna LC FOODS gói 500g,46000,500g,Xúc xích
Xúc xích xông khói WYN G Kitchen 450g,36000,450g,Xúc xích
Xúc xích Vealz C.P gói 250g,43000,250g,Xúc xích
Lạp xưởng tươi vị tiêu Tiến Tấn Đạt gói 250g,68500,250g,Xúc xích
Dồi sụn thượng hạng LC FOODS gói 500g,65000,500g,Xúc xích
Lạp xưởng tươi Đài Loan truyền thống Vedan 200g,55000,200g,Xúc xích
Xúc xích vị cay mala TOP ONE WYN G Kitchen gói 180g,36000,180g,Xúc xích
Xúc xích sụn nướng Bulgogi Đức Việt 450g,69000,450g,Xúc xích
Xúc xích xông khói gỗ sồi MEATDeli gói 225g,60000,225g,Xúc xích
Xúc xích xông khói truyền thống MEATDeli gói 450g,79000,450g,Xúc xích
Xúc xích vòng Ponnie gói 200g,78500,200g,Xúc xích
Xúc xích WYN G Kitchen 180g,16000,180g,Xúc xích
Xúc xích WYN G Kitchen 500g,49000,500g,Xúc xích
Xúc xích Frankfurter C.P gói 500g,79500,500g,Xúc xích
Xúc xích Vườn Bia LC FOODS gói 500g,86000,500g,Xúc xích
Xúc xích Cocktail xông khói C.P gói 500g,76000,500g,Xúc xích
Xúc xích Vealz Super Chef C.P gói 500g,65000,500g,Xúc xích
Xúc xích Winner C.P gói 500g,58000,500g,Xúc xích
Xúc xích Vissan Funny gói 500g,47000,500g,Xúc xích
Xúc xích hồ lô nướng La Cusina gói 200g,37000,200g,Xúc xích
Xúc xích Đức La Cusina gói 500g,74000,500g,Xúc xích
Xúc xích Yummy La Cusina gói 200g,23500,200g,Xúc xích
Xúc xích Frankfurter C.P gói 200g,33000,200g,Xúc xích
Xúc xích Việt Mỹ Le Gourmet gói 500g,62500,500g,Xúc xích
Xúc xích Vealz C.P gói 500g,88500,500g,Xúc xích
Xúc xích Cocktail Le Gourmet gói 200g,47000,200g,Xúc xích
Xúc xích Việt Mỹ Le Gourmet gói 200g,26500,200g,Xúc xích
Xúc xích Đức Le Gourmet gói 200g,48000,200g,Xúc xích
Xúc xích cocktail xông khói C.P gói 250g,44000,250g,Xúc xích
Đậu phụ Làng Mơ Ichiban hộp 500g,16000,500g,Đậu hũ
Tàu hũ mềm Ome Ichiban hộp 330g,13500,330g,Đậu hũ
Tàu hũ trắng Ichi Sakura cây 240g,9800,240g,Đậu hũ
Tàu hũ non Ichi Sakura hộp 350g,11700,350g,Đậu hũ
Tàu hũ trứng Ichi Sakura cây 160g,12500,160g,Đậu hũ
Tàu hũ chiên Ichi Sakura gói 500g,28500,500g,Đậu hũ
Đậu hũ lụa Vị Nguyên cây 220g,8700,220g,Đậu hũ
Đậu hũ ta Vị Nguyên hộp 280g,13200,280g,Đậu hũ
Đậu hũ non Vị Nguyên hộp 280g,12700,280g,Đậu hũ
Đậu hủ trứng Vị Nguyên cây 220g,15700,220g,Đậu hũ
Thùng 48 hộp sữa chua có đường Nutimilk 100g (12 lốc),294000,100g,Sữa chua
Lốc 4 hộp váng sữa Monte vani 55g,63000,55g,Sữa chua
Lốc 4 hộp váng sữa classic Monte 55g,64500,55g,Sữa chua
Lốc 4 hộp sữa chua ăn thanh trùng DeliFres+ thạch dừa dưa lưới 80g,38000,80g,Sữa chua
Lốc 4 hộp sữa chua ăn thanh trùng DeliFres+ có đường 80g,36500,80g,Sữa chua
Thùng 48 hộp sữa chua ăn có đường Lothamilk 100g,294000,100g,Sữa chua
Lốc 4 hộp sữa chua Lothamilk có đường 100g,25500,100g,Sữa chua
Thùng 48 hộp sữa chua nha đam Nutimilk 100g (12 lốc),348000,100g,Sữa chua
Lốc 4 hộp sữa chua Nutimilk có đường 100g,25500,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk không đường 100g,25500,100g,Sữa chua
Lốc 2 hũ sữa chua nếp cẩm Sài Gòn Milk 120g,25000,2,Sữa chua
Lốc 4 hộp sữa chua Vinamilk lựu đỏ ít đường 100g,34000,4,Sữa chua
Lốc 4 hộp sữa chua ăn không đường Nutimilk 100g,25500,100g,Sữa chua
Thùng 48 hộp sữa chua ăn nha đam Lothamilk 100g,348000,100g,Sữa chua
Lốc 4 hộp sữa chua ăn nha đam Lothamilk 100g,30000,100g,Sữa chua
Thùng 48 hộp sữa chua có đường Vinamilk Happy Star 100g,288000,100g,Sữa chua
Lốc 4 hộp sữa chua có đường Vinamilk Happy Star 100g,25500,100g,Sữa chua
Thùng 48 hộp sữa chua nha đam Vinamilk Happy Star 100g,342000,100g,Sữa chua
Lốc 4 hộp sữa chua nha đam Vinamilk Happy Star 100g,30000,100g,Sữa chua
Thùng 24 hộp sữa chua việt quất ít đường Vinamilk bổ sung Collagen 100g,189000,100g,Sữa chua
Lốc 4 hộp sữa chua việt quất ít đường Vinamilk 100g,34000,100g,Sữa chua
Thùng 48 hộp sữa chua thạch dừa lá dứa ít đường Vinamilk 100g,360000,100g,Sữa chua
Lốc 4 hộp sữa chua thạch dừa lá dứa ít đường Vinamilk 100g,31500,100g,Sữa chua
Lốc 4 hộp sữa chua nha đam ít đường Vinamilk 100g,31500,100g,Sữa chua
Thùng 48 hộp sữa chua ăn ít đường Nutimilk 100g,294000,100g,Sữa chua
Lốc 2 hộp sữa chua ăn cốm non SG Milk 120g,25000,120g,Sữa chua
Thùng 48 hộp sữa chua nha đam tự nhiên TH True Yogurt 100g,384000,100g,Sữa chua
Thùng 48 hộp sữa chua có đường TH True Yogurt 100g,324000,100g,Sữa chua
Lốc 4 hộp sữa chua ăn ít đường Nutimilk 100g,25500,100g,Sữa chua
Lốc 4 hộp váng sữa vani Hoff 55g,65000,55g,Sữa chua
Lốc 4 hộp váng sữa hương hạt dẻ Hoff 55g,65000,55g,Sữa chua
Lốc 4 hộp sữa chua vị chuối Hoff 55g,47500,55g,Sữa chua
Lốc 4 hộp sữa chua dâu tây Hoff 55g,47500,55g,Sữa chua
Lốc 4 hộp váng sữa Gotz 55g,34500,55g,Sữa chua
Lốc 4 hộp sữa chua ít đường Vinamilk Green Farm 100g,28000,100g,Sữa chua
Lốc 4 hộp sữa chua trân châu đường đen Vinamilk 100g,36500,100g,Sữa chua
Thùng 48 hộp sữa chua vani TH True Yogurt Top Kid 60g,276000,60g,Sữa chua
Thùng 48 hộp sữa chua có đường Vinamilk 100g,294000,100g,Sữa chua
Thùng 24 hộp sữa chua nha đam ít đường Vinamilk 100g,189000,100g,Sữa chua
Thùng 24 hộp sữa chua lựu đỏ ít đường Vinamilk 100g,189000,100g,Sữa chua
Thùng 48 hộp sữa chua có đường SuSu IQ 80g,336000,80g,Sữa chua
Thùng 24 hộp sữa chua trân châu đường đen Vinamilk 100g,207000,100g,Sữa chua
Thùng 24 hộp sữa chua nếp cẩm Vinamilk 100g (6 lốc),186000,100g,Sữa chua
Thùng 24 hộp sữa chua ít đường Vinamilk Green Farm 100g,153000,100g,Sữa chua
Thùng 48 hộp sữa chua trái cây Vinamilk 100g,360000,100g,Sữa chua
Thùng 48 hộp sữa chua ít đường Vinamilk 100g,294000,100g,Sữa chua
Thùng 48 hộp sữa chua nha đam Vinamilk 100g,360000,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk nha đam ít đường 100g,34000,4,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt Top Kid vị vani 60g,24500,4,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt vị tự nhiên 100g,29000,4,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt ít đường 100g,28500,100g,Sữa chua
Lốc 4 hộp sữa chua Nutimilk nha đam 100g,30000,100g,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt nha đam 100g,32500,100g,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt có đường 100g,28500,4,Sữa chua
Lốc 4 hộp sữa chua TH True Yogurt việt quất 100g,33000,100g,Sữa chua
Lốc 4 hộp váng sữa socola Monte 55g,69500,55g,Sữa chua
Lốc 4 hộp sữa chua cho trẻ em SuSu có đường IQ 80g,29000,80g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk nha đam 100g,31000,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk ít đường 100g,25500,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk có đường 100g,25500,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk dâu 100g,31500,100g,Sữa chua
Lốc 4 hộp sữa chua Star có đường Vinamilk 100g,23500,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk trái cây 100g,31500,100g,Sữa chua
Lốc 4 hộp sữa chua Vinamilk nếp cẩm 100g,33500,100g,Sữa chua
Phô mai Mozzarella & Cheddar Bottega Zelachi 150g,84000,150g,"Bơ sữa, Phô mai"
Phô mai sợi Paysan Breton Emmental 200g,137000,200g,"Bơ sữa, Phô mai"
Phô mai Con Bò Cười Light 120g (8 miếng),39500,120g,"Bơ sữa, Phô mai"
Phô mai vuông vị truyền thống Con Bò Cười Belcube 125g (24 miếng),67500,125g,"Bơ sữa, Phô mai"
Phô mai vị truyền thống Con Bò Cười hộp 224g (16 miếng),65500,224g,"Bơ sữa, Phô mai"
Phô mai mozzarella bào Bottega Zelachi gói 200g,92000,200g,"Bơ sữa, Phô mai"
Phô mai sợi Paysan Breton gói 70g,50500,70g,"Bơ sữa, Phô mai"
Phô mai vị dâu Con Bò Cười Belcube 78g (15 viên),50500,78g,"Bơ sữa, Phô mai"
Phô mai lát Zott Sandwich 200g (12 lát),63000,200g,"Bơ sữa, Phô mai"
Phô mai vị sữa Con Bò Cười Le Cube gói 78g (15 miếng),50500,78g,"Bơ sữa, Phô mai"
Phô mai Vinamilk 120g (8 miếng),32000,120g,"Bơ sữa, Phô mai"
Phô mai Con Bò Cười hộp 112g (8 miếng),37500,112g,"Bơ sữa, Phô mai"
Bún tươi sấy khô Nuffam gói 400g,24000,400g,Bún
Bún tươi dạng khô Safoco gói 300g,20000,300g,Bún
Bún tươi gạo lứt Vietfresh 200g,22000,200g,Bún
Bún tươi sấy khô Vietfresh 200g,13500,200g,Bún
Bún tươi Meizan 300g,21500,300g,Bún
Bún tươi Dalat Vinfarm 300g,24500,300g,Bún
Bún gạo lứt Minh Hảo 280g,22000,280g,Bún
Bún khô Susan gói 200g,14000,200g,Bún
Bún tươi Hà Nội Nhật Minh gói 500g,28000,500g,Bún
Bún tươi 500g,9500,500g,Bún
Bún gạo lứt Bà Bảy gói 250g,21000,250g,Bún
Bún tươi dạng khô Bà Bảy gói 200g,14000,200g,Bún
Bún gạo Bà Bảy gói 200g,14500,200g,Bún
Bún gạo Bà Bảy gói 400g,28000,400g,Bún
Bún gạo lứt Jimmy túi 250g,28000,250g,Bún
Bún gạo khô Jimmy túi 250g,22000,250g,Bún
Bún gạo khô Lotus gói 400g,28000,400g,Bún
Bún gạo khô Lotus gói 200g,14000,200g,Bún
Thùng 30 gói mì 3 Miền gà sợi phở gói 65g,80000,30g,Mì
Thùng 30 gói mì 3 Miền tôm chua cay 65g,80000,30g,Mì
Thùng 30 gói mì 3 Miền tôm hùm 65g,80000,30g,Mì
Thùng 30 gói mì Reeva vị Bắp bò cải chua gói 85g,189000,30g,Mì
Mì trộn Oppa hải sản hành phi Ottogi gói 65g,4900,65g,Mì
Mì Oppa tôm chua cay Ottogi gói 65g,4900,65g,Mì
Thùng 30 gói mì Hảo Hảo tôm chua cay 75g,118000,30g,Mì
Thùng 30 gói mì Gấu Đỏ tôm gà 63g,80000,30g,Mì
Thùng 30 gói mì Hảo 100 tôm chua cay 65g,93000,30g,Mì
Thùng 30 gói mì Kokomi 90 tôm chua cay 90g,115000,30g,Mì
Thùng 40 gói mì xào Indomie Mi Goreng đặc biệt 85g,205000,40g,Mì
Thùng 24 ly mì Modern lẩu Thái tôm 65g,180000,24l,Mì
Thùng 24 ly mì Handy Hảo Hảo tôm chua cay 67g,208000,24l,Mì
Thùng 30 gói mì Omachi tôm chua cay Thái 80g,246000,30g,Mì
Thùng 30 gói mì Gấu Đỏ thịt bằm 63g,80000,30g,Mì
Thùng 30 gói mì Gấu Đỏ tôm chua cay 63g,80000,30g,Mì
Thùng 30 gói mì 3 Miền Gold bò hầm rau thơm 75g,135000,30g,Mì
Thùng 30 gói mì 3 Miền Gold cay 3 cấp độ gói 75g,138000,30g,Mì
Túi 10 gói mì Koreno Jumbo bò cay 100g,87000,10g,Mì
Thùng 20 gói mì Yeul cay Ottogi 120g,232000,20g,Mì
Thùng 24 gói mì Koreno kim chi 100g,288000,24g,Mì
Thùng 24 gói mì Koreno bò cay 100g,288000,24g,Mì
Thùng 30 gói mì trộn Cung Đình Kool Spaghetti xốt bò hầm 105g,236000,30g,Mì
Thùng 20 gói mì kim chi Ottogi 120g,252000,20g,Mì
Thùng 12 hộp mì trộn Cung Đình Kool trứng muối 90g,190000,90g,Mì
5 gói mì xào Hảo Hảo hải sản đậm vị Việt gói 72g,22000,5g,Mì
4 gói mì trộn Vifon Nhất Vị gà cay phô mai 80g,34000,4g,Mì
5 gói mì ăn liền Vifon Nhất Vị tôm chua cay 80g,33000,5g,Mì
Mì trộn phô mai mini Ottogi gói 80g,11500,80g,Mì
Mì trộn Miliket vị chua cay chanh 117g,13500,117g,Mì
Mì trộn Miliket vị Carbonara 117g,13500,117g,Mì
Mì xào 3 Miền Gold Hành phi tương tỏi gói 75g,5100,75g,Mì
Mì Sempio vị truyền thống Hàn Quốc gói 110g,35000,110g,Mì
Mì Sempio vị cay gói 101g,35000,101g,Mì
Mì Samyang Jjajang cay gói 140g,30000,140g,Mì
Mì khô Samyang gà cay hoa hồng 140g,39000,140g,Mì
Mì cay Nissin vị thái tôm yum 70g,8000,70g,Mì
Mì trộn phô mai cay Hàn Quốc Miliket tô 90g,14700,90g,Mì
Thùng 30 gói mì trộn Vifon Nhất Vị gà cay phô mai 80g,240000,30g,Mì
Mì trộn Vifon Nhất Vị gà cay phô mai gói 80g,8500,80g,Mì
Thùng 30 gói mì ăn liền Vifon Nhất Vị tôm chua cay 80g,150000,30g,Mì
Mì ăn liền Vifon Nhất Vị tôm chua cay gói 80g,6600,80g,Mì
Mì trộn Reeva Fresh gà nấm phô mai cay tô 95g,16500,95g,Mì
Mì Reeva vị Bắp bò cải chua tô 90g (cải chua thật 100%),14500,90g,Mì
Mì xào Nongshim Shin Ramyun vị phô mai gói 136g,31000,136g,Mì
Mì hải sản Nongshim Neoguri Ramyun gói 120g,28000,120g,Mì
Thùng 30 gói mì trộn phô mai mini Ottogi 75g,288000,30g,Mì
Thùng 30 gói mì trộn Oppa hải sản hành phi Ottogi 65g,147000,30g,Mì
Thùng 30 gói mì Oppa tôm chua cay Ottogi 65g,147000,30g,Mì
Mì trộn phô mai mini Ottogi gói 75g,9600,75g,Mì
Thùng 6 túi mì vắt Hảo Hảo 665g,189000,665g,Mì
Mì vắt Hảo Hảo túi 665g,32000,665g,Mì
Mì 3 Miền Gold cay 3 cấp độ gói 75g,5100,75g,Mì
Mì 3 Miền gà sợi phở gói 65g,3500,65g,Mì
Lốc 5 gói mì Reeva vị Bắp bò cải chua gói 85g,47500,5g,Mì
Mì nấu Reeva vị Bắp bò cải chua gói 85g,9500,85g,Mì
Thùng 12 tô mì hải sản SiuKay tia chớp 96g,185000,96g,Mì
Mì hải sản SiuKay tia chớp tô 96g,15500,96g,Mì
Lốc 5 gói mì Đệ Nhất thịt bằm 83g,38500,5g,Mì
Lốc 5 gói mì lẩu Thái tôm 81g,38500,5g,Mì
Lốc 4 gói mì hải sản SiuKay 128g,51000,4g,Mì
Lốc 10 gói mì xào Hảo Hảo tôm xào chua ngọt 75g,43000,10g,Mì
Mì trộn Reeva Fresh gà nấm phô mai cay gói 85g,9500,85g,Mì
Mì Omachi Diamond bắp bò hầm dưa chua 121g,12500,121g,Mì
Mì Kokomi tôm chua cay chanh ớt ly 65g,7000,65g,Mì
Thùng 20 gói mì Koreno Up tôm chua cay 67g,77000,20g,Mì
Mì Koreno Up tôm chua cay gói 67g,5100,67g,Mì
Thùng 24 ly mì lẩu Thái Koreno chua cay 65g,230000,24l,Mì
Mì lẩu Thái Koreno chua cay ly 65g,9500,65g,Mì
Thùng 30 gói mì xào Hảo Hảo hải sản đậm vị Việt 72g,119000,30g,Mì
Mì xào Hảo Hảo hải sản đậm vị Việt gói 72g,4400,72g,Mì
5 gói mì Hảo Hảo lẩu kim chi Hàn Quốc 75g,22000,5g,Mì
5 gói mì xào Hảo Hảo tôm chua ngọt 75g,22000,5g,Mì
5 gói mì Hảo Hảo sườn heo tỏi phi 73g,22000,5g,Mì
5 gói mì Hảo Hảo sa tế hành tím 75g,22000,5g,Mì
5 gói mì Hảo Hảo gà vàng 74g,22000,5g,Mì
Thùng 15 ly mì tôm chanh Jin Ottogi 65g,194000,15l,Mì
Mì tôm chanh Jin Ottogi ly 65g,13000,65g,Mì
Mì trộn BBQ Ottogi bò 75g,7000,75g,Mì
Mì trộn tôm chua cay Thái Vifon 90g,13300,90g,Mì
Thùng 18 tô mì Omachi tôm chua cay Thái 91g,244000,91g,Mì
Mì Omachi tôm chua cay Thái tô 91g,14400,91g,Mì
Thùng 24 ly mì Omachi tôm chua cay Thái 111g,410000,24l,Mì
Mì Omachi tôm chua cay Thái ly 111g,17000,111g,Mì
Thùng 24 ly mì Omachi tôm chua cay Thái 66g,254000,24l,Mì
Mì Omachi tôm chua cay Thái ly 66g,10900,66g,Mì
Mì Omachi tôm chua cay Thái gói 80g,9000,80g,Mì
Mì Caykay kim chi ly 64g,9600,64g,Mì
Thùng 12 tô mì trộn Handy Hảo Hảo tôm chua cay 93g,166000,93g,Mì
Mì trộn Handy Hảo Hảo tôm chua cay tô 93g,14200,93g,Mì
Mì khô gà phô mai Quattro Samyang gói 145g,40000,145g,Mì
Thùng 30 gói mì Hảo Hảo lẩu kim chi Hàn Quốc 75g,118000,30g,Mì
Mì Hảo Hảo lẩu kim chi Hàn Quốc gói 75g,4400,75g,Mì
Mì Handy Hảo Hảo TomYum ly 67g,9300,67g,Mì
Mì xào khô Nongshim Shin Ramyun gói 131g,28000,131g,Mì
Mì khô gà Samyang cực cay gói 140g,37000,140g,Mì
Thùng 30 gói mì Jomo tôm chua cay 80g,181000,30g,Mì
Mì Jomo tôm chua cay gói 80g,6300,80g,Mì
Thùng 20 gói mì trộn tương đen Koreno 78g,155000,20g,Mì
Mì trộn tương đen Koreno gói 78g,8600,78g,Mì
Mì Nongshim Chapaguri Ram-don gói 140g,28000,140g,Mì
Lốc 5 gói mì xào  Nissin gà cay Hàn Quốc 71g,39000,5g,Mì
Thùng 30 gói mì xào Nissin gà cay Hàn Quốc 71g,236000,30g,Mì
Lốc 5 gói mì cay Nissin gà cay phô mai Hàn Quốc 72g,38500,5g,Mì
Mì cay Nissin gà cay phô mai Hàn Quốc gói 72g,7800,72g,Mì
Mì trộn tương đen Nongshim Chapagetti gói 140g,31500,140g,Mì
Thùng 20 gói mì tương đen Bắc Kinh Ottogi 135g,273000,20g,Mì
Thùng 30 gói mì khoai tây Cung Đình sườn hầm ngũ quả 80g,223000,30g,Mì
Mì quảng không chiên New Way tôm gà gói 88g,10800,88g,Mì
Thùng 12 ly mì ăn liền Mini Handy Hảo Hảo tôm chua cay 47g,83000,12l,Mì
Mì Mini Handy Hảo Hảo tôm chua cay ly 47g,7500,47g,Mì
Mì Mini Handy Hảo Hảo bò sa tế ly 53g,7500,53g,Mì
Thùng 6 lốc mì xào Koreno Volcano gà phô mai 590g,312000,6l,Mì
Lốc 5 gói mì xào Koreno Volcano gà phô mai 118g,53000,5g,Mì
Thùng 12 tô mì trộn Cung Đình Kool sườn nướng 105g,150000,105g,Mì
Thùng 6 lốc mì Koreno kim chi 450g,176000,6l,Mì
Lốc 6 gói mì Koreno kim chi 75g,31000,6g,Mì
Lốc 6 gói mì Koreno bò cay 75g,31000,6g,Mì
Lốc 5 gói mì khoai tây Omachi xốt Spaghetti 90g,46000,5g,Mì
Thùng 12 ly mì mini Doraemon hàu sữa phô mai 48g,131000,12l,Mì
Mì Doraemon hàu sữa phô mai ly mini 48g,11200,48g,Mì
Thùng 12 ly mì mini Doraemon hải sản chua ngọt 53g,131000,12l,Mì
Mì Doraemon hải sản chua ngọt ly mini 53g,11200,53g,Mì
Thùng 20 gói mì Jin Ramen cay Ottogi 120g,232000,20g,Mì
Thùng 20 gói mì Jin Ramen không cay Ottogi 120g,250000,20g,Mì
Mì trộn Cung Đình Kool Spaghetti xốt bò bằm gói 105g,8600,105g,Mì
Thùng 24 gói mì gà cay phô mai SiuKay 129g,286000,24g,Mì
Mì gà cay phô mai SiuKay gói 129g,12900,129g,Mì
Mì Kokomi 90 tôm chua cay 90g,4500,90g,Mì
Thùng 12 hộp mì trộn Omachi tôm phô mai trứng muối 105g,204000,105g,Mì
Mì trộn Omachi xốt tôm phô mai trứng muối hộp 105g,15500,105g,Mì
Thùng 12 hộp mì khoai tây Omachi xốt bò hầm 93g,166000,93g,Mì
Mì khoai tây Omachi xốt bò hầm hộp 92g,14400,92g,Mì
Mì trộn Omachi xốt Spaghetti hộp 105g,15500,105g,Mì
Thùng 12 hộp mì khoai tây Omachi sườn hầm ngũ quả 92g,166000,92g,Mì
Mì khoai tây Omachi sườn hầm ngũ quả hộp 95g,14400,95g,Mì
Lốc 5 gói mì khoai tây Omachi sườn hầm ngũ quả 80g,43000,5g,Mì
Lốc 5 gói mì khoai tây Omachi xốt bò hầm 80g,43000,5g,Mì
Thùng 40 gói mì khô gà cay Samyang Carbonara 130g,1255000,40g,Mì
Mì khô gà cay Samyang Carbonara gói 130g,39000,130g,Mì
Mì tương đen Bắc Kinh Ottogi gói 83g,8300,83g,Mì
Mì kim chi Ottogi gói 120g,12600,120g,Mì
Mì Jin Ramen không cay Ottogi gói 120g,13300,120g,Mì
Mì Jin Ramen cay Ottogi gói 120g,11000,120g,Mì
Mì Yeul cay Ottogi gói 120g,11000,120g,Mì
Mì tương đen Bắc Kinh Ottogi gói 135g,14000,135g,Mì
Thùng 24 ly mì khoai tây Omachi sườn hầm ngũ quả 115g,410000,24l,Mì
Mì trộn hải sản Hàn Quốc Miliket tô 105g,14700,105g,Mì
